Date,Location,Product,Amount,Total,Unit_price,Weekday,Is_holiday,Buen_fin,Hot_sale
2022-05-13,Monterrey,Producto 53,3.5,156064.09,44589.74,Friday,0,0,0
2022-05-13,Monterrey,Producto 122,3.5,30043.685,8583.91,Friday,0,0,0
2022-05-13,Coahuila,Producto 148,3.5,33470.605,9563.03,Friday,0,0,0
2022-05-13,Monterrey,Producto 134,7.0,89692.155,12813.164999999999,Friday,0,0,0
2022-05-13,Monterrey,Producto 273,3.5,239977.395,68564.97,Friday,0,0,0
2022-05-13,Queretaro,Producto 273,3.5,36462.3,10417.800000000001,Friday,0,0,0
2022-05-13,Queretaro,Producto 67,3.5,42023.52,12006.72,Friday,0,0,0
2022-05-14,Monterrey,Producto 22,3.5,11709.915,3345.69,Saturday,0,0,0
2022-05-14,Monterrey,Producto 225,3.5,21357.7,6102.2,Saturday,0,0,0
2022-05-14,San Luis,Producto 75,3.5,33103.665,9458.19,Saturday,0,0,0
2022-05-14,Monterrey,Producto 42,7.0,115319.54,16474.219999999998,Saturday,0,0,0
2022-05-14,Monterrey,Producto 15,3.5,17903.795,5115.37,Saturday,0,0,0
2022-05-14,Monterrey,Producto 9,3.5,23216.34,6633.24,Saturday,0,0,0
2022-05-14,Coahuila,Producto 10,3.5,31302.6,8943.6,Saturday,0,0,0
2022-05-14,Laredo,Producto 10,3.5,29345.365,8384.390000000001,Saturday,0,0,0
2022-05-14,Monterrey,Producto 4,10.5,98459.48,9377.093333333332,Saturday,0,0,0
2022-05-14,Online,Producto 4,3.5,39571.105,11306.03,Saturday,0,0,0
2022-05-14,Reynosa,Producto 4,7.0,78958.77500000001,11279.825,Saturday,0,0,0
2022-05-14,Coahuila,Producto 3,7.0,17499.335,2499.9049999999997,Saturday,0,0,0
2022-05-14,Monterrey,Producto 3,38.5,104694.065,2719.3263636363636,Saturday,0,0,0
2022-05-14,Queretaro,Producto 3,7.0,17365.915,2480.8450000000003,Saturday,0,0,0
2022-05-14,Monterrey,Producto 86,7.0,18414.2,2630.6,Saturday,0,0,0
2022-05-14,Coahuila,Producto 2,10.5,34944.56,3328.0533333333333,Saturday,0,0,0
2022-05-14,Queretaro,Producto 2,7.0,29271.935,4181.705,Saturday,0,0,0
2022-05-14,Reynosa,Producto 2,3.5,23922.115,6834.89,Saturday,0,0,0
2022-05-14,San Luis,Producto 2,3.5,13362.23,3817.7799999999997,Saturday,0,0,0
2022-05-14,Monterrey,Producto 25,3.5,22328.6,6379.599999999999,Saturday,0,0,0
2022-05-14,Queretaro,Producto 28,7.0,22298.71,3185.5299999999997,Saturday,0,0,0
2022-05-14,Reynosa,Producto 99,3.5,14911.33,4260.38,Saturday,0,0,0
2022-05-14,Coahuila,Producto 13,10.5,54992.245,5237.356666666667,Saturday,0,0,0
2022-05-14,Reynosa,Producto 13,3.5,19851.335,5671.8099999999995,Saturday,0,0,0
2022-05-14,Monterrey,Producto 14,7.0,38295.32,5470.76,Saturday,0,0,0
2022-05-14,San Luis,Producto 18,3.5,23935.1,6838.599999999999,Saturday,0,0,0
2022-05-14,Cadereyta,Producto 19,7.0,19913.565,2844.7949999999996,Saturday,0,0,0
2022-05-14,Monterrey,Producto 19,7.0,30267.3,4323.9,Saturday,0,0,0
2022-05-14,San Luis,Producto 19,7.0,37279.515,5325.6449999999995,Saturday,0,0,0
2022-05-14,Coahuila,Producto 7,14.0,56689.78,4049.27,Saturday,0,0,0
2022-05-14,Monterrey,Producto 7,21.0,92351.665,4397.698333333333,Saturday,0,0,0
2022-05-14,San Luis,Producto 7,3.5,14110.425,4031.5499999999997,Saturday,0,0,0
2022-05-14,Monterrey,Producto 27,17.5,118838.755,6790.786,Saturday,0,0,0
2022-05-14,Monterrey,Producto 38,3.5,6492.395,1854.97,Saturday,0,0,0
2022-05-14,Monterrey,Producto 55,3.5,42182.21,12052.06,Saturday,0,0,0
2022-05-14,Monterrey,Producto 36,17.5,45506.65,2600.38,Saturday,0,0,0
2022-05-14,Queretaro,Producto 36,3.5,9555.35,2730.1,Saturday,0,0,0
2022-05-14,Monterrey,Producto 48,14.0,47395.25,3385.375,Saturday,0,0,0
2022-05-14,Monterrey,Producto 90,3.5,17598.98,5028.28,Saturday,0,0,0
2022-05-14,Monterrey,Producto 1,14.0,20397.825,1456.9875,Saturday,0,0,0
2022-05-14,Queretaro,Producto 1,7.0,11545.87,1649.41,Saturday,0,0,0
2022-05-14,Reynosa,Producto 1,7.0,11161.045,1594.435,Saturday,0,0,0
2022-05-14,Laredo,Producto 17,3.5,6522.599999999999,1863.6,Saturday,0,0,0
2022-05-14,Coahuila,Producto 0,7.0,13879.355,1982.7649999999999,Saturday,0,0,0
2022-05-14,Monterrey,Producto 0,17.5,37775.745,2158.614,Saturday,0,0,0
2022-05-14,Queretaro,Producto 0,3.5,10061.485,2874.71,Saturday,0,0,0
2022-05-14,San Luis,Producto 0,7.0,22940.75,3277.25,Saturday,0,0,0
2022-05-14,Laredo,Producto 5,3.5,10805.445,3087.27,Saturday,0,0,0
2022-05-14,Monterrey,Producto 5,10.5,23061.395,2196.3233333333333,Saturday,0,0,0
2022-05-14,San Luis,Producto 5,3.5,15929.935,4551.41,Saturday,0,0,0
2022-05-14,San Luis,Producto 104,3.5,75191.13,21483.18,Saturday,0,0,0
2022-05-14,Coahuila,Producto 37,3.5,24411.87,6974.82,Saturday,0,0,0
2022-05-14,San Luis,Producto 21,3.5,25172.385,7192.11,Saturday,0,0,0
2022-05-14,Monterrey,Producto 20,7.0,55408.71,7915.53,Saturday,0,0,0
2022-05-14,Monterrey,Producto 12,3.5,32719.33,9348.380000000001,Saturday,0,0,0
2022-05-14,Queretaro,Producto 12,7.0,72331.42,10333.06,Saturday,0,0,0
2022-05-14,Monterrey,Producto 150,3.5,71627.08,20464.88,Saturday,0,0,0
2022-05-14,Monterrey,Producto 62,3.5,91047.285,26013.510000000002,Saturday,0,0,0
2022-05-14,Queretaro,Producto 43,3.5,31232.075,8923.45,Saturday,0,0,0
2022-05-14,Monterrey,Producto 33,7.0,114417.135,16345.304999999998,Saturday,0,0,0
2022-05-14,Coahuila,Producto 77,3.5,51806.265,14801.789999999999,Saturday,0,0,0
2022-05-14,Queretaro,Producto 8,3.5,76093.185,21740.91,Saturday,0,0,0
2022-05-14,Monterrey,Producto 210,3.5,71605.8,20458.8,Saturday,0,0,0
2022-05-14,Queretaro,Producto 112,3.5,18103.19,5172.339999999999,Saturday,0,0,0
2022-05-15,Monterrey,Producto 22,3.5,14195.23,4055.7799999999997,Sunday,0,0,0
2022-05-15,Reynosa,Producto 110,3.5,14866.74,4247.64,Sunday,0,0,0
2022-05-15,Monterrey,Producto 142,3.5,14263.41,4075.2599999999998,Sunday,0,0,0
2022-05-15,Monterrey,Producto 41,7.0,73465.90999999999,10495.13,Sunday,0,0,0
2022-05-15,Monterrey,Producto 44,3.5,35058.45,10016.699999999999,Sunday,0,0,0
2022-05-15,Coahuila,Producto 15,3.5,18798.99,5371.14,Sunday,0,0,0
2022-05-15,Monterrey,Producto 15,3.5,17903.795,5115.37,Sunday,0,0,0
2022-05-15,Coahuila,Producto 9,7.0,48754.3,6964.900000000001,Sunday,0,0,0
2022-05-15,Monterrey,Producto 9,7.0,46432.68,6633.24,Sunday,0,0,0
2022-05-15,Queretaro,Producto 10,3.5,26763.73,7646.78,Sunday,0,0,0
2022-05-15,Coahuila,Producto 4,3.5,33834.255,9666.929999999998,Sunday,0,0,0
2022-05-15,Reynosa,Producto 4,3.5,41156.15,11758.9,Sunday,0,0,0
2022-05-15,Monterrey,Producto 3,10.5,35882.735,3417.403333333333,Sunday,0,0,0
2022-05-15,Queretaro,Producto 3,21.0,52097.71000000001,2480.8433333333337,Sunday,0,0,0
2022-05-15,Monterrey,Producto 2,21.0,69990.795,3332.895,Sunday,0,0,0
2022-05-15,Coahuila,Producto 25,3.5,30931.845,8837.67,Sunday,0,0,0
2022-05-15,Monterrey,Producto 23,7.0,59966.41,8566.630000000001,Sunday,0,0,0
2022-05-15,Queretaro,Producto 23,3.5,22093.96,6312.5599999999995,Sunday,0,0,0
2022-05-15,Queretaro,Producto 29,3.5,12425.84,3550.2400000000002,Sunday,0,0,0
2022-05-15,Monterrey,Producto 13,3.5,17602.165,5029.1900000000005,Sunday,0,0,0
2022-05-15,Queretaro,Producto 13,3.5,18482.31,5280.660000000001,Sunday,0,0,0
2022-05-15,Coahuila,Producto 19,7.0,21364.875,3052.125,Sunday,0,0,0
2022-05-15,Monterrey,Producto 19,17.5,50530.69,2887.4680000000003,Sunday,0,0,0
2022-05-15,Coahuila,Producto 7,7.0,43349.81,6192.83,Sunday,0,0,0
2022-05-15,Monterrey,Producto 7,14.0,53990.265,3856.4474999999998,Sunday,0,0,0
2022-05-15,Monterrey,Producto 27,10.5,56447.93,5375.993333333334,Sunday,0,0,0
2022-05-15,Queretaro,Producto 30,3.5,24854.48,7101.28,Sunday,0,0,0
2022-05-15,Monterrey,Producto 273,7.0,24886.82,3555.2599999999998,Sunday,0,0,0
2022-05-15,Coahuila,Producto 38,3.5,5828.55,1665.3,Sunday,0,0,0
2022-05-15,Monterrey,Producto 38,3.5,5551.0,1586.0,Sunday,0,0,0
2022-05-15,Monterrey,Producto 46,3.5,34420.855,9834.53,Sunday,0,0,0
2022-05-15,Queretaro,Producto 36,7.0,20116.565,2873.7949999999996,Sunday,0,0,0
2022-05-15,Monterrey,Producto 136,7.0,26032.825,3718.975,Sunday,0,0,0
2022-05-15,Monterrey,Producto 90,3.5,20583.605,5881.03,Sunday,0,0,0
2022-05-15,Coahuila,Producto 1,14.0,20924.015,1494.5725,Sunday,0,0,0
2022-05-15,Monterrey,Producto 1,10.5,13867.49,1320.7133333333334,Sunday,0,0,0
2022-05-15,San Luis,Producto 1,3.5,4935.875,1410.25,Sunday,0,0,0
2022-05-15,Coahuila,Producto 0,3.5,7432.25,2123.5,Sunday,0,0,0
2022-05-15,Monterrey,Producto 0,21.0,35502.11,1690.5766666666666,Sunday,0,0,0
2022-05-15,Queretaro,Producto 0,10.5,23030.875,2193.4166666666665,Sunday,0,0,0
2022-05-15,Coahuila,Producto 5,10.5,33764.885,3215.7033333333334,Sunday,0,0,0
2022-05-15,Monterrey,Producto 5,14.0,60765.77500000001,4340.4125,Sunday,0,0,0
2022-05-15,San Luis,Producto 5,3.5,9859.045,2816.87,Sunday,0,0,0
2022-05-15,Laredo,Producto 96,3.5,81264.505,23218.43,Sunday,0,0,0
2022-05-15,Monterrey,Producto 21,3.5,23973.705,6849.63,Sunday,0,0,0
2022-05-15,San Luis,Producto 20,28.0,232718.5,8311.375,Sunday,0,0,0
2022-05-15,Queretaro,Producto 152,3.5,41424.495,11835.570000000002,Sunday,0,0,0
2022-05-15,San Luis,Producto 201,3.5,74089.75,21168.5,Sunday,0,0,0
2022-05-15,San Luis,Producto 273,3.5,32506.705,9287.630000000001,Sunday,0,0,0
2022-05-15,Queretaro,Producto 273,3.5,20794.2,5941.2,Sunday,0,0,0
2022-05-15,San Luis,Producto 60,3.5,12130.685,3465.91,Sunday,0,0,0
2022-05-15,Queretaro,Producto 160,3.5,22941.31,6554.660000000001,Sunday,0,0,0
2022-05-15,Monterrey,Producto 64,3.5,24800.895,7085.97,Sunday,0,0,0
2022-05-15,Monterrey,Producto 119,3.5,51076.305,14593.23,Sunday,0,0,0
2022-05-15,Monterrey,Producto 8,3.5,72469.705,20705.63,Sunday,0,0,0
2022-05-15,Coahuila,Producto 131,3.5,30392.67,8683.619999999999,Sunday,0,0,0
2022-05-15,Monterrey,Producto 131,3.5,24747.485,7070.71,Sunday,0,0,0
2022-05-15,Monterrey,Producto 148,3.5,33378.59,9536.74,Sunday,0,0,0
2022-05-15,Monterrey,Producto 134,3.5,42485.765,12138.789999999999,Sunday,0,0,0
2022-05-16,Monterrey,Producto 125,3.5,7811.650000000001,2231.9,Monday,0,0,0
2022-05-16,Monterrey,Producto 22,3.5,12136.915,3467.69,Monday,0,0,0
2022-05-16,Monterrey,Producto 63,3.5,14196.105,4056.0299999999997,Monday,0,0,0
2022-05-16,Monterrey,Producto 11,3.5,15326.815,4379.09,Monday,0,0,0
2022-05-16,Coahuila,Producto 24,3.5,31862.285,9103.51,Monday,0,0,0
2022-05-16,San Luis,Producto 44,3.5,55906.585,15973.31,Monday,0,0,0
2022-05-16,Coahuila,Producto 9,3.5,24377.185,6964.910000000001,Monday,0,0,0
2022-05-16,Laredo,Producto 9,7.0,52874.07999999999,7553.439999999998,Monday,0,0,0
2022-05-16,Monterrey,Producto 9,7.0,46432.68,6633.24,Monday,0,0,0
2022-05-16,Monterrey,Producto 10,7.0,51868.425,7409.775000000001,Monday,0,0,0
2022-05-16,Queretaro,Producto 10,3.5,26763.73,7646.78,Monday,0,0,0
2022-05-16,Coahuila,Producto 4,3.5,39572.225,11306.35,Monday,0,0,0
2022-05-16,Monterrey,Producto 4,14.0,137492.81,9820.914999999999,Monday,0,0,0
2022-05-16,Queretaro,Producto 4,3.5,33834.255,9666.929999999998,Monday,0,0,0
2022-05-16,Coahuila,Producto 3,7.0,18483.01,2640.43,Monday,0,0,0
2022-05-16,Laredo,Producto 3,3.5,13089.965,3739.9900000000002,Monday,0,0,0
2022-05-16,Monterrey,Producto 3,24.5,58382.97499999999,2382.9785714285713,Monday,0,0,0
2022-05-16,Coahuila,Producto 2,14.0,70503.02,5035.93,Monday,0,0,0
2022-05-16,Monterrey,Producto 2,14.0,67232.445,4802.3175,Monday,0,0,0
2022-05-16,Online,Producto 2,7.0,26049.52,3721.36,Monday,0,0,0
2022-05-16,Monterrey,Producto 25,7.0,50374.8,7196.400000000001,Monday,0,0,0
2022-05-16,Coahuila,Producto 23,3.5,38759.455,11074.130000000001,Monday,0,0,0
2022-05-16,Laredo,Producto 23,3.5,18102.91,5172.26,Monday,0,0,0
2022-05-16,Monterrey,Producto 28,10.5,33656.105,3205.3433333333337,Monday,0,0,0
2022-05-16,Monterrey,Producto 29,3.5,11834.165,3381.19,Monday,0,0,0
2022-05-16,San Luis,Producto 26,3.5,16394.42,4684.12,Monday,0,0,0
2022-05-16,Coahuila,Producto 13,3.5,18482.31,5280.660000000001,Monday,0,0,0
2022-05-16,Monterrey,Producto 13,3.5,17602.165,5029.1900000000005,Monday,0,0,0
2022-05-16,Monterrey,Producto 19,7.0,19724.6,2817.7999999999997,Monday,0,0,0
2022-05-16,Queretaro,Producto 19,3.5,20710.83,5917.38,Monday,0,0,0
2022-05-16,San Luis,Producto 19,7.0,24223.185,3460.4550000000004,Monday,0,0,0
2022-05-16,Coahuila,Producto 7,7.0,26129.25,3732.75,Monday,0,0,0
2022-05-16,Monterrey,Producto 7,7.0,22396.5,3199.5,Monday,0,0,0
2022-05-16,Coahuila,Producto 27,3.5,31191.755,8911.93,Monday,0,0,0
2022-05-16,Monterrey,Producto 27,3.5,28223.965,8063.99,Monday,0,0,0
2022-05-16,Monterrey,Producto 81,3.5,9225.685,2635.91,Monday,0,0,0
2022-05-16,San Luis,Producto 34,3.5,27161.33,7760.38,Monday,0,0,0
2022-05-16,Monterrey,Producto 51,7.0,60092.13,8584.59,Monday,0,0,0
2022-05-16,Reynosa,Producto 273,3.5,23334.92,6667.12,Monday,0,0,0
2022-05-16,Monterrey,Producto 35,3.5,15170.68,4334.4800000000005,Monday,0,0,0
2022-05-16,Monterrey,Producto 36,3.5,9101.33,2600.38,Monday,0,0,0
2022-05-16,Monterrey,Producto 48,7.0,25550.0,3650.0,Monday,0,0,0
2022-05-16,Cadereyta,Producto 1,3.5,4827.514999999999,1379.2899999999997,Monday,0,0,0
2022-05-16,Monterrey,Producto 1,14.0,19457.55,1389.825,Monday,0,0,0
2022-05-16,Queretaro,Producto 1,10.5,14807.625,1410.25,Monday,0,0,0
2022-05-16,Queretaro,Producto 17,3.5,6083.805,1738.23,Monday,0,0,0
2022-05-16,Monterrey,Producto 84,3.5,4847.360000000001,1384.9600000000003,Monday,0,0,0
2022-05-16,Coahuila,Producto 0,10.5,33539.66,3194.2533333333336,Monday,0,0,0
2022-05-16,Monterrey,Producto 0,35.0,71710.87,2048.882,Monday,0,0,0
2022-05-16,Queretaro,Producto 0,10.5,23396.52,2228.2400000000002,Monday,0,0,0
2022-05-16,Reynosa,Producto 0,7.0,15718.01,2245.43,Monday,0,0,0
2022-05-16,Coahuila,Producto 5,3.5,17804.22,5086.92,Monday,0,0,0
2022-05-16,Monterrey,Producto 5,3.5,10647.56,3042.16,Monday,0,0,0
2022-05-16,Monterrey,Producto 273,3.5,22234.065,6352.589999999999,Monday,0,0,0
2022-05-16,Monterrey,Producto 20,3.5,32403.035,9258.01,Monday,0,0,0
2022-05-16,San Luis,Producto 12,7.0,72331.42,10333.06,Monday,0,0,0
2022-05-16,Monterrey,Producto 145,3.5,36163.435,10332.41,Monday,0,0,0
2022-05-16,Queretaro,Producto 152,3.5,41424.495,11835.570000000002,Monday,0,0,0
2022-05-16,Monterrey,Producto 150,3.5,61409.215,17545.489999999998,Monday,0,0,0
2022-05-16,Monterrey,Producto 64,3.5,24800.895,7085.97,Monday,0,0,0
2022-05-16,Monterrey,Producto 54,3.5,45219.93,12919.98,Monday,0,0,0
2022-05-16,Queretaro,Producto 83,3.5,56040.88,16011.679999999998,Monday,0,0,0
2022-05-16,Queretaro,Producto 87,3.5,128521.575,36720.45,Monday,0,0,0
2022-05-16,Monterrey,Producto 182,3.5,3374.315,964.09,Monday,0,0,0
2022-05-16,Monterrey,Producto 148,3.5,33203.87,9486.820000000002,Monday,0,0,0
2022-05-17,Monterrey,Producto 100,3.5,15114.715,4318.49,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 93,3.5,26035.8,7438.8,Tuesday,0,0,0
2022-05-17,Queretaro,Producto 93,3.5,31973.795,9135.369999999999,Tuesday,0,0,0
2022-05-17,Queretaro,Producto 88,3.5,39577.65,11307.9,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 6,3.5,24490.095,6997.17,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 24,3.5,27310.535,7803.01,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 15,3.5,17903.795,5115.37,Tuesday,0,0,0
2022-05-17,Laredo,Producto 9,3.5,26182.87,7480.82,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 9,7.0,46432.68,6633.24,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 4,3.5,32223.1,9206.6,Tuesday,0,0,0
2022-05-17,San Luis,Producto 4,7.0,70731.43,10104.49,Tuesday,0,0,0
2022-05-17,Coahuila,Producto 3,3.5,10420.06,2977.16,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 3,10.5,27895.84,2656.746666666667,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 2,3.5,14884.135,4252.61,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 25,3.5,25187.4,7196.400000000001,Tuesday,0,0,0
2022-05-17,Laredo,Producto 13,3.5,19851.335,5671.8099999999995,Tuesday,0,0,0
2022-05-17,Queretaro,Producto 13,3.5,18482.31,5280.660000000001,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 19,14.0,17752.14,1268.01,Tuesday,0,0,0
2022-05-17,San Luis,Producto 19,7.0,24223.185,3460.4550000000004,Tuesday,0,0,0
2022-05-17,Cadereyta,Producto 7,3.5,28965.58,8275.880000000001,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 7,28.0,145068.595,5181.02125,Tuesday,0,0,0
2022-05-17,Queretaro,Producto 7,3.5,15678.25,4479.5,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 27,3.5,16935.205,4838.63,Tuesday,0,0,0
2022-05-17,San Luis,Producto 27,3.5,19071.395,5448.97,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 30,3.5,39449.865,11271.39,Tuesday,0,0,0
2022-05-17,Reynosa,Producto 30,3.5,44490.67000000001,12711.620000000004,Tuesday,0,0,0
2022-05-17,Laredo,Producto 38,3.5,7321.964999999999,2091.99,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 38,3.5,5280.099999999999,1508.6,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 36,7.0,21289.66,3041.38,Tuesday,0,0,0
2022-05-17,Coahuila,Producto 48,3.5,11469.535,3277.0099999999998,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 90,3.5,17598.98,5028.28,Tuesday,0,0,0
2022-05-17,Coahuila,Producto 1,3.5,4978.47,1422.42,Tuesday,0,0,0
2022-05-17,Laredo,Producto 1,3.5,5301.485000000001,1514.7100000000003,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 1,3.5,5223.155,1492.33,Tuesday,0,0,0
2022-05-17,Queretaro,Producto 1,3.5,5484.325,1566.95,Tuesday,0,0,0
2022-05-17,Coahuila,Producto 17,3.5,5475.435,1564.41,Tuesday,0,0,0
2022-05-17,Laredo,Producto 17,3.5,6534.465,1866.99,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 17,3.5,6038.06,1725.16,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 0,28.0,60377.94,2156.355,Tuesday,0,0,0
2022-05-17,Queretaro,Producto 0,14.0,29431.045,2102.2174999999997,Tuesday,0,0,0
2022-05-17,San Luis,Producto 0,7.0,16769.83,2395.69,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 5,3.5,8190.700000000001,2340.2000000000003,Tuesday,0,0,0
2022-05-17,Queretaro,Producto 5,10.5,32698.26,3114.12,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 21,7.0,53274.935,7610.705,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 20,3.5,26319.37,7519.82,Tuesday,0,0,0
2022-05-17,Queretaro,Producto 20,3.5,29089.795,8311.369999999999,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 12,3.5,34441.4,9840.4,Tuesday,0,0,0
2022-05-17,San Luis,Producto 12,3.5,42296.45,12084.699999999999,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 273,3.5,7839.860000000001,2239.96,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 273,3.5,14890.82,4254.5199999999995,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 273,3.5,17900.855,5114.53,Tuesday,0,0,0
2022-05-17,Online,Producto 59,3.5,52174.15,14906.9,Tuesday,0,0,0
2022-05-17,Queretaro,Producto 33,3.5,60564.7,17304.2,Tuesday,0,0,0
2022-05-17,Coahuila,Producto 31,3.5,62722.485,17920.71,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 273,3.5,75433.96,21552.56,Tuesday,0,0,0
2022-05-17,Monterrey,Producto 273,3.5,37268.98,10648.28,Tuesday,0,0,0
2022-05-18,Monterrey,Producto 22,14.0,52571.05,3755.0750000000003,Wednesday,0,0,0
2022-05-18,San Luis,Producto 6,3.5,20886.705,5967.63,Wednesday,0,0,0
2022-05-18,Coahuila,Producto 15,3.5,18798.99,5371.14,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 9,7.0,44111.06,6301.58,Wednesday,0,0,0
2022-05-18,Queretaro,Producto 9,3.5,25660.145,7331.47,Wednesday,0,0,0
2022-05-18,San Luis,Producto 9,3.5,25647.335,7327.8099999999995,Wednesday,0,0,0
2022-05-18,Coahuila,Producto 10,3.5,26763.73,7646.78,Wednesday,0,0,0
2022-05-18,Laredo,Producto 4,7.0,74646.075,10663.725,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 4,7.0,59934.98,8562.140000000001,Wednesday,0,0,0
2022-05-18,Coahuila,Producto 3,17.5,46450.67000000001,2654.3240000000005,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 3,7.0,21530.705,3075.815,Wednesday,0,0,0
2022-05-18,Online,Producto 3,7.0,16538.935,2362.7050000000004,Wednesday,0,0,0
2022-05-18,Coahuila,Producto 2,3.5,14846.93,4241.9800000000005,Wednesday,0,0,0
2022-05-18,Laredo,Producto 2,3.5,13634.46,3895.56,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 2,3.5,12725.93,3635.98,Wednesday,0,0,0
2022-05-18,Queretaro,Producto 2,24.5,81116.98,3310.8971428571426,Wednesday,0,0,0
2022-05-18,Coahuila,Producto 23,3.5,20931.12,5980.32,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 23,10.5,63122.57,6011.673333333333,Wednesday,0,0,0
2022-05-18,Queretaro,Producto 23,10.5,66278.66,6312.253333333334,Wednesday,0,0,0
2022-05-18,Coahuila,Producto 57,3.5,22362.34,6389.24,Wednesday,0,0,0
2022-05-18,Queretaro,Producto 26,3.5,15246.805,4356.2300000000005,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 13,3.5,17602.165,5029.1900000000005,Wednesday,0,0,0
2022-05-18,Queretaro,Producto 13,3.5,18482.31,5280.660000000001,Wednesday,0,0,0
2022-05-18,Laredo,Producto 14,3.5,20514.585,5861.3099999999995,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 18,7.0,53388.685,7626.955,Wednesday,0,0,0
2022-05-18,Laredo,Producto 19,3.5,13345.71,3813.06,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 19,10.5,17087.455,1627.3766666666668,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 7,28.0,118751.185,4241.1137499999995,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 27,3.5,24837.085,7096.3099999999995,Wednesday,0,0,0
2022-05-18,Coahuila,Producto 30,7.0,89455.27500000001,12779.325,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 30,3.5,21120.47,6034.42,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 171,3.5,69215.51000000001,19775.860000000004,Wednesday,0,0,0
2022-05-18,San Luis,Producto 47,3.5,74534.845,21295.670000000002,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 36,7.0,18202.66,2600.38,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 48,3.5,10922.625,3120.75,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 1,17.5,23269.19,1329.668,Wednesday,0,0,0
2022-05-18,Queretaro,Producto 1,21.0,30452.31,1450.1100000000001,Wednesday,0,0,0
2022-05-18,Coahuila,Producto 17,3.5,6083.805,1738.23,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 0,28.0,69334.055,2476.21625,Wednesday,0,0,0
2022-05-18,Online,Producto 0,3.5,14338.205,4096.63,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 5,21.0,85475.425,4070.2583333333337,Wednesday,0,0,0
2022-05-18,Queretaro,Producto 5,7.0,25487.175,3641.025,Wednesday,0,0,0
2022-05-18,San Luis,Producto 96,3.5,75660.06,21617.16,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 21,7.0,47947.41,6849.63,Wednesday,0,0,0
2022-05-18,Queretaro,Producto 273,3.5,54994.45,15712.699999999999,Wednesday,0,0,0
2022-05-18,San Luis,Producto 116,3.5,57534.12,16438.32,Wednesday,0,0,0
2022-05-18,Coahuila,Producto 16,3.5,57360.52,16388.719999999998,Wednesday,0,0,0
2022-05-18,San Luis,Producto 83,3.5,56040.88,16011.679999999998,Wednesday,0,0,0
2022-05-18,Monterrey,Producto 8,7.0,152516.0,21788.0,Wednesday,0,0,0
2022-05-18,Queretaro,Producto 126,3.5,5087.25,1453.5,Wednesday,0,0,0
2022-05-19,Laredo,Producto 32,3.5,25668.79,7333.9400000000005,Thursday,0,0,0
2022-05-19,Monterrey,Producto 273,3.5,23320.255,6662.93,Thursday,0,0,0
2022-05-19,Monterrey,Producto 9,3.5,24438.225,6982.349999999999,Thursday,0,0,0
2022-05-19,Monterrey,Producto 10,3.5,25489.31,7282.660000000001,Thursday,0,0,0
2022-05-19,Coahuila,Producto 4,3.5,37593.605,10741.03,Thursday,0,0,0
